Price,Location,Address,Erf Size,Link,Date Added
R 850 000,Wolseley,N/A,2 681 m²,https://www.property24.com/vacant-land-for-sale/wolseley/western-cape/347,2025-01-15
R 395 000,Wolseley,N/A,3 759 m²,https://www.property24.com/vacant-land-for-sale/wolseley/western-cape/347,2025-01-15
R 600 000,Wolseley,N/A,1 791.1 m²,https://www.property24.com/vacant-land-for-sale/wolseley/western-cape/347,2025-01-15
R 480 000,Wolseley,N/A,1 479 m²,https://www.property24.com/vacant-land-for-sale/wolseley/western-cape/347,2025-01-15
R 480 000,Wolseley,N/A,1 479 m²,https://www.property24.com/vacant-land-for-sale/wolseley/western-cape/347,2025-01-15
R 700 000,Altona,5 Ebony Street,415 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 2 850 000,Altona,9 Ebony Street,418 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 915 000,Altona,N/A,470 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 2 820 000,Altona,N/A,418 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 2 700 000,Worcester Rural,N/A,24 ha,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 1 800 000,Worcester Rural,N/A,15 ha,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 695 000,Rawsonville,Grey Street 50,501 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 915 000,Altona,2 Ebony Street,470 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 7 550 000,Hospital Hill,"10 Mill Close, Hopsital Hill, Worcester",5 957 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 915 000,Altona,4 Ebony Street,470 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 760 000,Altona,11 Rock Woodstreet,432 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 1 400 000,Rawsonville,N/A,1 445 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 135 000 000,Worcester Rural,N/A,1 332 ha,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 650 000,Altona,13 Ebony Street,418 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 650 000,Altona,11 Ebony Street,418 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 650 000,Altona,9 Ebony Street,418 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 835 000,Altona,12 Ebony Street,466 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 650 000,Altona,7 Ebony Street,418 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 825 000,Altona,2 Oldwood Street,464 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 835 000,Altona,12 Ebony Street,466 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 915 000,Altona,6 Ebony Street,470 m²,https://www.property24.com/vacant-land-for-sale/worcester/western-cape/350,2025-01-15
R 4 197 500,Yzerfontein,"Villa 03, Pearl Point Estate, Dassen Island Drive",705 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
POA,Yzerfontein,36 Buitenkant Street,5 000 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
POA,Yzerfontein,1 Main Road,4.772 ha,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
POA,Yzerfontein,"3069 Dassen Island Drive, Ocean Villas, Pearl Bay",2 096 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
POA,Yzerfontein,"2155 Dassen Island Drive, Ocean Villas, Pearl Bay",1 410 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 1 050 000,Yzerfontein,4 Caracal Close,300 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 4 750 000,Yzerfontein,"Villa 15, Pearl Point Estate, Dassen Island Drive",800 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 5 700 000,Yzerfontein,1 Ocean Villas,683 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 650 000,Yzerfontein,"36 Ocean Front Quay, Mile 16 Private Beach Estate",396 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 650 000,Yzerfontein,36 Ocean Front Quay Road,396 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 495 000,Yzerfontein,219 Atlantic Drive,769 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 1 750 000,Grotto Bay,212 Turnstone Circle,812 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 1 900 000,Yzerfontein,141 Atlantic Drive,698.7 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 1 965 000,Yzerfontein,144 Atlantic Drive,700 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 5 700 000,Yzerfontein,1 Ocean Villas,683 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 1 795 000,Yzerfontein,11 Volstruis Avenue,667 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 3 595 000,Yzerfontein,166 Atlantic Drive,700 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 750 000,Yzerfontein,136 Dassen Eiland Avenue,700 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 750 000,Yzerfontein,67 Dassen Eiland Drive,781 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 900 000,Yzerfontein,41 J Carter Street,912 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 2 650 000,Yzerfontein,117 Dassen Island Dr,900 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 3 150 000,Yzerfontein,N/A,827 m²,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
FromR 1 015 000ToR 1 275 000,N/A,N/A,N/A,https://www.property24.com/vacant-land-for-sale/yzerfontein/western-cape/425,2025-01-15
R 1 295 000,Agulhas,133 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 850 000,Agulhas,12 Juno Close,552 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 195 000,Agulhas,135 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 895 000,Agulhas,1090 Protea Heights,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 850 000,Agulhas,12 Juno Close,552 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 750 000,Agulhas,1151 Zoetendal Drive,901 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 750 000,Agulhas,1161 Racer Street,538 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 3 250 000,Agulhas,65 Main Road,694 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 850 000,Agulhas,101 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 145 000,Agulhas,33 Camphill Street,654 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 850 000,Agulhas,12 Johanna Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 250 000,Agulhas,11 James Orchard Street,605 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 795 000,Agulhas,21 Bo Skool Street,562 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 725 000,Agulhas,13 Protea,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 995 000,Agulhas,55 Main Road,595 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 799 000,Agulhas,N/A,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 850 000,Agulhas,103 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 650 000,Agulhas,N/A,630 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 295 000,Agulhas,N/A,553 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 030 000,Agulhas,1128 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 950 000,Agulhas,N/A,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 481 500,Albertinia,N/A,427 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 481 500,Albertinia,N/A,478 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 6 800 000,Albertinia,N/A,15 429 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 445 000,Albertinia,Marsh Str 1b,1 454 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 410 000,Albertinia,Marsh Straat 1a,1 263 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 320 000,Albertinia,N/A,285 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 425 000,Albertinia,N/A,862 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 250 000,Albertinia,N/A,210 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 350 000,Albertinia,6 Marsh Street,595 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 410 000,Albertinia,N/A,1 263 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 330 000,Albertinia,N/A,285 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 320 000,Albertinia,N/A,753 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 425 000,Albertinia,"Aloe Park, 28 Station",225 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 425 000,Albertinia,"Aloe Park, 28 Station",225 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 535 000,Albertinia,N/A,1 110 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 840 000,Albertinia,N/A,1 620 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 320 000,Albertinia,N/A,753 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 530 000,Albertinia,N/A,820 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 280 000,Albertinia,N/A,194 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 840 000,Albertinia,N/A,1 620 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 650 000,Albertinia,N/A,817 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 1 265 000,Arniston,18 Sixth Avenue,660 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 995 000,Arniston,12 Fifth Avenue,491 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 995 000,Arniston,N/A,491 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 265 000,Arniston,18 6th Avenue,660 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 995 000,Arniston,12 Fifth Avenue,491 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 350 000,Ashton,3 Swart Street,1 079 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 350 000,Ashton,7 Swart Street,1 372 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 729 000,Ashton,N/A,2 094 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 480 000,Ashton,12 Montagu Street,1 141 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 430 000,Ashton,44 Paul Kruger,1 034 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 350 000,Ashton,3 Swart Street,1 079 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 585 000,Ashton,N/A,1 516 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 420 000,Ashton,N/A,1 190 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 450 000,Ashton,1 West Street,1 600 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 1 300 000,Ashton,N/A,3 141 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 250 000,Beacon Hill,N/A,254 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 20 000 000,Atlantis Central,N/A,21.27 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 1 950 000,Klein Dassenberg,Kr 23 Klein Dassenberg Road,7 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 2 850 000,Klein Dassenberg,N/A,7 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 320 000,Mamre,29 Honey Street Mamre,350 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 500 000,Mamre,N/A,814 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 1 950 000,Klein Dassenberg,Kr 23 Klein Dassenberg Road,7 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 710 000,Atlantis Central,N/A,905 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 680 000,Atlantis Central,N/A,787 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 750 000,Aurora,40 Hof Street,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 750 000,Aurora,187 Hoof Street,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 420 000,Aurora,N/A,871 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 750 000,Aurora,N/A,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 120 000,Aurora,N/A,642 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 890 000,Aurora,N/A,2 945 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 420 000,Aurora,N/A,871 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 635 000,Aurora,N/A,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 970 000,Baardskeerdersbos,16 Olienhout,1 835 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 435 000,Baardskeerdersbos,30 Olienhout,9 100 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 970 000,Baardskeerdersbos,16 Olienhout,1 834 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 650 000,Baardskeerdersbos,2b Granaat Avenue Bbos,4 000 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 300 000,Baardskeerdersbos,32 Main Road,3 279 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 850 000,Baardskeerdersbos,7 Strandveld Street,1 024 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 300 000,Baardskeerdersbos,32 Main Road,3 279 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 2 950 000,Baardskeerdersbos,91/213 Main Road,5.9 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 4 800 000,Baardskeerdersbos,39 Main Road,7.3 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 300 000,Baardskeerdersbos,32 Main Road,3 279 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 9 600 000,Baardskeerdersbos,4 215 Main Road,211.7 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 650 000,Baardskeerdersbos,20 Main Road,874 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 4 800 000,Baardskeerdersbos,N/A,7.3 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 698 000,Baardskeerdersbos,21 Main Road,3 731 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 3 000 000,Baardskeerdersbos,N/A,1 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 850 000,Baardskeerdersbos,7 Geelhout,1 024 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 504 000,Barrydale,23 High Level Street,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 325 000,Barrydale,917 High Level,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 480 000,Barrydale,N/A,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 490 000,Barrydale,19 De Kock Street,2 069 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 490 000,Barrydale,19 De Kock Street,2 069 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 485 000,Barrydale,1 Eike Avenue,1 250 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 299 999,Barrydale,N/A,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 450 000,Beaufort West Industrial,20950 Fabriek Street,1 575 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 250 000,Middedorp,8 Herman Street,1 695 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 195 000,Hospital Hill,"26 ,27,28 Schubert Crescent",819 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 125 000,Middedorp,4913 Stroebel Street,914 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 700 000,Middedorp,N/A,6 310 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 37 500,Spoorwegkamp,N/A,314 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 37 500,Spoorwegkamp,N/A,314 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 640 000,Hospital Hill,N/A,3 161 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 4 750 000,Welgemoed,4a Batavia Street Cul-de-sac,965 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 35 000 000,Oakglen,N/A,10 185 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 85 000 000,Tyger Waterfront,N/A,10 000 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 5 000 000,Oakglen,N/A,3 010 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 2 695 000,Bellville Central,321 Hugenoot Street,548 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
POA,De La Haye,3 Park Street,1 467 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 4 750 000,Welgemoed,4a Batavia Street Cul-de-sac,965 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 4 200 000,Belgravia,N/A,1 983 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 23 644 781,Sacks Circle Industrial,30 Sacks Circle,14 778 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 22 419 000,Bellville South Industria,N/A,14 787 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 22 540 000,Welgemoed,N/A,7 152 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 855 000,Bettys Bay,3601 Orphium Close,800 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Sunny Seas Estate,3137 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Bettys Bay,351 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 750 000,Bettys Bay,39 Aulax Road,735 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 350 000,Bettys Bay,2337 Drivers Road,1 301 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 500 000,Bettys Bay,3313 Clarence Drive,1 640 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 150 000,Bettys Bay,4188 Aulax Road,858 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 9 900 000,Bettys Bay,226/559 R44,5.5 ha,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 9 900 000,Bettys Bay,226/559 R44,5.5 ha,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 4 750 000,Bettys Bay,2847 Erica Rd,2 000 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 400 000,Bettys Bay,5383 Grunewald Road,1 678 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 360 000,Sunny Seas Estate,3182 Rock Way,1 419 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 595 000,Bettys Bay,5085 Ursina Circle,588 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 700 000,Bettys Bay,11 Lakeside Dr,720 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,3002 Clarence Drive,520 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,3000 Clarence Drive,518 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Bettys Bay,3137 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,209 Clarence Drive,348 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 850 000,Bettys Bay,3628 Myrica Road,600 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,3001 Clarence Drive,533 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 200 000,Bettys Bay,3328 Clarence Drive,1 338 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 900 000,Blackheath Industrial,"29 Utilis St, Blackheath, Cape Town, 7581",1 000 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 900 000,Rustdal,N/A,534 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 900 000,Rustdal,N/A,534 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 2 150 000,Blackheath Industrial,N/A,1 000 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 1 975 000,Rustdal,Cherry Street,808 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 1 380 000,Sandown,N/A,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,14 Beechwood Crescent,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,14 Beechwood Crescent,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 750 000,Sandown,N/A,229 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 6 600 000,Bloubergstrand,16 Biccard Street,583 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,N/A,322 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 499 000,Sandown,N/A,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 6 900 000,Sunridge,N/A,659 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 12 500 000,Big Bay,16 Beach Estate Boulevard,1 358 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 3 150 000,Big Bay,N/A,315 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 13 054 800,Sandown,N/A,6 072 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 290 000,Sandown,12 Searsia Street,379 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 300 000,Sandown,39 Candlewood Crescent,335 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 6 500 000,Sandown,69 Dorothea Drive,544 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 21 623 700,Sandown,1727 Theodul Crescent,10 297 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
